CVE-ID,MITRE Assign Date,CVE Description,OG Label,New Label
cve-2016-6837,2016-08-17,cross-sit script xss vulner mantisbt filter api mantisbt version 1.2.19 version 2.0-beta1 1.3.0-beta1 allow remot attack inject arbitrari web script html via 'view_typ paramet,f,f
cve-2016-6830,2016-08-17,the `` process-execut '' `` process-spawn '' procedur chicken scheme use fixed-s buffer hold argument environ variabl use execv call thi would allow user-suppli argument/environ variabl list trigger buffer overrun thi affect releas chicken includ 4.11 fix 4.12 5.0 yet releas,f,f
cve-2016-6831,2016-08-17,the `` process-execut '' `` process-spawn '' procedur free memori correctli execv call fail result memori leak thi could abus attack caus resourc exhaust denial servic thi affect releas chicken includ 4.11 fix 4.12 5.0 yet releas,f,f
cve-2016-6829,2016-08-17,the trove servic user 1 openstack deploy aka crowbar-openstack 2 trove barclamp aka barclamp-trov crowbar-barclamp-trov crowbar framework default password make easier remot attack obtain access via unspecifi vector,f,f
cve-2016-6873,2016-08-18,self recurs compact facebook hhvm 3.15.0 allow attack unspecifi impact via unknown vector,f,f
cve-2016-6874,2016-08-18,the array_ _recurs function facebook hhvm 3.15.0 allow attack unspecifi impact via unknown vector relat recurs,f,f
cve-2016-6879,2016-08-18,the x509_certif :allowed_usag function botan 1.11.x 1.11.31 might allow attack unspecifi impact leverag call one key_usag set enum valu,f,f
cve-2016-6859,2016-08-18,hybri manag consol hmc sap hybri 6.0 allow remot attack obtain sensit inform trigger error read java stack trace,f,f
cve-2016-6866,2016-08-18,slock allow attack bypass screen lock via vector involv invalid password hash trigger null pointer derefer crash,f,f
cve-2016-6878,2016-08-18,the curve25519 code botan 1.11.31 system without nativ 128-bit integ type might allow attack unspecifi impact via vector relat undefin behavior demonstr 32-bit arm system compil clang,f,f
cve-2016-6875,2016-08-18,infinit recurs wddx facebook hhvm 3.15.0 allow attack unspecifi impact via unknown vector,f,f
cve-2016-6894,2016-08-19,arista eo 4.15 4.15.8m 4.16 4.16.7m 4.17 4.17.0f dcs-7050 seri devic allow remot attack caus denial servic devic reboot send craft packet control plane,f,f
cve-2016-6885,2016-08-19,the pstm_exptmod function matrixssl 3.8.4 allow remot attack caus denial servic invalid free crash via base zero valu modular exponenti,f,f
cve-2016-6883,2016-08-19,matrixssl 3.8.3 configur rsa cipher suit allow remot attack obtain sensit inform via bleichenbach variant attack,f,f
cve-2016-6886,2016-08-19,the pstm_revers function matrixssl 3.8.4 allow remot attack caus denial servic invalid memori read crash via 1 zero valu 2 key 's modulu secret key rsa key exchang,f,f
cve-2016-6884,2016-08-19,tl cipher suit cbc mode tl 1.1 1.2 matrixssl 3.8.3 allow remot attack caus denial servic out-of-bound read via craft messag,f,f
cve-2016-6882,2016-08-19,matrixssl 3.8.7 dhe_rsa base cipher suit support make easier remot attack obtain rsa privat key inform conduct lenstra side-channel attack,f,f
cve-2016-6898,2016-08-22,xml extern entiti xxe vulner hyper manag modul hmm huawei e9000 rack server softwar v100r001c00spc296 allow remot authent user read arbitrari file caus denial servic web servic outag via craft xml document,f,f
cve-2016-6908,2016-08-22,charact languag arab hebrew display rtl right To left order opera 37.0.2192.105088 android due mishandl sever unicod charact u+fe70 u+0622 u+0623 etc render combin first strong charact IP address alphabet could lead spoof url It notic place neutral charact `` '' `` '' filepath caus url flip display right To left howev order url spoof url must begin IP address follow neutral charact omnibox consid IP address combin punctuat number sinc ltr left To right direct properli enforc caus entir url treat render rtl right To left howev n't IP address matter first strong charact gener alphabet charact url must rtl charact,f,f
cve-2016-6901,2016-08-22,format string vulner huawei ar100 ar120 ar150 ar200 ar500 ar550 ar1200 ar2200 ar2500 ar3200 ar3600 router softwar v200r007c00spc900 netengin 16ex router softwar v200r007c00spc900 allow remot authent user caus denial servic via format string specifi vector involv partial command,f,f
cve-2016-6909,2016-08-22,buffer overflow cooki parser fortinet fortio 4.x 4.1.11 4.2.x 4.2.13 4.3.x 4.3.9 fortiswitch 3.4.3 allow remot attack execut arbitrari code via craft http request aka egregiousblund,f,t
cve-2016-6912,2016-08-22,doubl free vulner gdimagewebptr function GD graphic librari aka libgd 2.2.4 allow remot attack unspecifi impact via larg width height valu,f,f
cve-2016-6910,2016-08-22,the non-exist notif listen vulner introduc initi android 5.0.2 build samsung galaxi S6 edg devic vulner persist devic even devic upgrad android 5.1.1 6.0.1 build the vulner system app give non-exist app abil read notif devic third-parti app util use packag name com.samsung.android.app.portalservicewidget thi vulner allow unprivileg third-parti app obtain text user 's notif tend contain person data,f,f
cve-2016-7037,2016-08-23,the verifi function encryption/symmetric.php malcolm fell jwt 1.3 use timing-saf function hash comparison allow attack spoof signatur via time attack,f,f
cve-2016-7036,2016-08-23,python-jos 1.3.2 allow attack unspecifi impact leverag failur use constant time comparison hmac key,f,f
cve-2016-7038,2016-08-23,In moodl 2.x 3.x web servic token invalid user password chang forc chang,f,f
cve-2016-6936,2016-08-23,adob air sdk compil 23.0.257 window support android runtime-analyt transport secur might allow remot attack obtain sensit inform leverag access network analyt data sent,f,f
cve-2016-7052,2016-08-23,crypto/x509/x509_vfy.c openssl 1.2i allow remot attack caus denial servic null pointer derefer applic crash trigger crl oper,f,f
cve-2016-7040,2016-08-23,red hat cloudform manag engin 4.1 properli handl regular express pass express engin via json api web-bas UI allow remot authent user execut arbitrari shell command leverag abil view filter collect,f,f
cve-2016-7046,2016-08-23,red hat jboss enterpris applic platform eap 7 oper reverse-proxi default buffer size allow remot attack caus denial servic cpu disk consumpt via long url,f,f
cve-2016-7031,2016-08-23,the rgw code ceph 10.0.1 authenticated-read acl appli bucket allow remot attack list bucket content via url,f,f
cve-2016-7087,2016-08-23,directori travers vulner connect server vmware horizon view 5.x 5.3.7 6.x 6.2.3 7.x 7.0.1 allow remot attack obtain sensit inform via unspecifi vector,f,f
cve-2016-7034,2016-08-23,the dashbuild red hat jboss bpm suit 6.3.2 properli handl csrf token gener activ session includ queri string make easier remot attack 1 bypass csrf protect mechan 2 conduct cross-sit request forgeri csrf attack obtain old token,f,f
cve-2016-7089,2016-08-24,watchguard rapidstream applianc allow local user gain privileg execut arbitrari command via craft ifconfig command aka escalateplowman,f,t
cve-2016-7094,2016-08-25,buffer overflow xen 4.7.x earlier allow local x86 hvm guest OS administr guest run shadow page caus denial servic via paget updat,f,f
cve-2015-8952,2016-08-25,the mbcach featur ext2 ext4 filesystem implement linux kernel 4.6 mishandl xattr block cach allow local user caus denial servic soft lockup via filesystem oper environ use mani attribut demonstr ceph samba,f,f
cve-2016-7093,2016-08-25,xen 4.5.3 4.6.3 4.7.x allow local hvm guest OS administr overwrit hypervisor memori consequ gain host OS privileg leverag mishandl instruct pointer truncat emul,f,f
cve-2016-7091,2016-08-25,sudo It discov default sudo configur red hat enterpris linux possibl linux implement preserv valu inputrc could lead inform disclosur A local user sudo access restrict program use readlin could use flaw read content special format file elev privileg provid sudo,f,f
cve-2016-7095,2016-08-26,expon cm 2.3.9 vulner attack upload malici script file use redirect place script unprotect folder one allow script execut,f,f
cve-2016-7101,2016-08-27,the sgi coder imagemagick 7.0.2-10 allow remot attack caus denial servic out-of-bound read via larg row valu sgi file,f,f
cve-2016-7102,2016-08-27,owncloud desktop 2.2.3 allow local user execut arbitrari code possibl gain privileg via trojan librari `` special path '' C drive,f,f
cve-2015-8954,2016-08-28,the memcmplowercas function suricata 2.0.6 improperli exclud first byte comparison might allow remot attack bypass intrusion-prevent function via craft http request,f,f
cve-2016-7108,2016-08-29,huawei unifi mainten audit uma v200r001c00spc200 sph206 allow remot authent user obtain md5 hash arbitrari user password via unspecifi vector,f,f
cve-2016-7107,2016-08-29,huawei unifi mainten audit uma v200r001c00spc200 sph206 allow remot attack reset arbitrari user password consequ affect system data integr via unspecifi vector,f,f
cve-2016-7115,2016-08-30,buffer overflow handle_packet function mactelnet.c client mac-telnet 0.4.3 earlier allow remot telnet server execut arbitrari code via long string mt_cptype_passsalt control packet,f,f
cve-2016-7116,2016-08-30,directori travers vulner hw/9pfs/9p.c qemu aka quick emul allow local guest OS administr access host file outsid export path via .. dot dot unspecifi string,f,f
cve-2016-7118,2016-08-31,fs/fcntl.c `` auf 3.2.x+setfl-debian '' patch linux-imag packag 3.2.0-4 kernel 3.2.81-1 debian wheezi mishandl f_setfl fcntl call directori allow local user caus denial servic null pointer derefer system crash via standard filesystem oper demonstr scp auf filesystem,f,f
cve-2016-7123,2016-09-02,cross-sit request forgeri csrf vulner admin web interfac gnu mailman 2.1.15 allow remot attack hijack authent administr,f,f
cve-2016-7133,2016-09-02,zend/zend_alloc.c php 7.x 7.0.10 open_basedir enabl mishandl huge realloc oper allow remot attack caus denial servic integ overflow possibl unspecifi impact via long pathnam,f,f
cve-2016-7122,2016-09-02,the avi_read_nikon function libavformat/avidec.c ffmpeg 3.1.4 vulner infinit loop decod avi file craft 'nctg structur,f,f
cve-2016-7125,2016-09-02,ext/session/session.c php 5.6.25 7.x 7.0.10 skip invalid session name way trigger incorrect pars allow remot attack inject arbitrary-typ session data leverag control session name demonstr object inject,f,f
cve-2016-7137,2016-09-05,multipl open redirect vulner plone cm 5.x 5.0.6 4.x 4.3.11 3.3.x 3.3.6 allow remot attack redirect user arbitrari web site conduct phish attack via url refer paramet 1 2b 2bgroupdashboard 2b 2bplone.dashboard1 2bgroup/ 2b/portlets.act 2 folder/ 2b 2bcontextportlet 2b 2bplone.footerportlets/ 2b /portlets.act 3 came_from paramet /login_form,f,f
cve-2016-7135,2016-09-05,directori travers vulner plone cm 5.x 5.0.6 4.2.x 4.3.11 allow remot administr read arbitrari file via .. dot dot path paramet getfil action plone/++theme++barceloneta/ plone.resourceeditor.filemanager-act,f,f
cve-2016-7142,2016-09-05,the m_sasl modul inspircd 2.0.23 use servic support sasl_extern authent allow remot attack spoof certif fingerprint consequ log anoth user via craft sasl messag,f,f
cve-2016-7154,2016-09-06,use-after-fre vulner fifo event channel code xen 4.4.x allow local guest OS administr caus denial servic host crash possibl execut arbitrari code obtain sensit inform via invalid guest frame number,f,f
cve-2016-7165,2016-09-08,A vulner identifi primari setup tool pst all version v4.2 hf1 simat IT product suit all version v7.0 sp1 hfx 2 simat net pc-softwar all version v14 simat pc 7 v7.1 all version simat pc 7 v8.0 all version simat pc 7 v8.1 all version simat pc 7 v8.2 all version v8.2 sp1 simat step 7 tia portal v13 all version v13 sp2 simat step 7 v5.x all version v5.5 sp4 hf11 simat wincc tia portal basic comfort advanc all version v14 simat wincc tia portal profession v13 all version v13 sp2 simat wincc tia portal profession v14 all version v14 sp1 simat wincc runtim profession v13 all version v13 sp2 simat wincc runtim profession v14 all version v14 sp1 simat wincc v7.0 sp2 earlier version all version v7.0 sp2 upd 12 simat wincc v7.0 sp3 all version v7.0 sp3 upd 8 simat wincc v7.2 all version v7.2 upd 14 simat wincc v7.3 all version v7.3 upd 11 simat wincc v7.4 all version v7.4 sp1 simit v9.0 all version v9.0 sp1 sinema remot connect client all version v1.0 sp3 sinema server all version v13 sp2 softnet secur client v5.0 all version secur configur tool sct all version v4.3 hf1 telecontrol server basic all version v3.0 sp2 winac rtx 2010 sp2 all version winac rtx F 2010 sp2 all version unquot servic path could allow local microsoft window oper system user escal privileg affect product instal default path `` C \program files\ '' local equival,f,f
cve-2016-7166,2016-09-08,libarch 3.2.0 limit number recurs decompress allow remot attack caus denial servic memori consumpt applic crash via craft gzip file,f,f
cve-2016-7171,2016-09-08,netapp plug-in symantec netbackup prior version 2.0.1 make use non-uniqu server certif make vulner imperson,f,f
cve-2016-7164,2016-09-08,the construct function puff.cpp libtorr 1.1 allow remot torrent tracker caus denial servic segment fault crash via craft gzip respons,f,f
cve-2016-7160,2016-09-08,A vulner samsung mobil M 6.0 devic exist extern access systemui activ properli restrict lead systemui crash devic restart aka sve-2016-6248,f,f
cve-2016-7162,2016-09-08,the _g_file_remove_directori function file-utils.c file roller 3.5.4 3.20.2 allow remot attack delet arbitrari file via symlink attack folder archiv,f,f
cve-2016-7167,2016-09-08,multipl integ overflow 1 curl_escap 2 curl_easy_escap 3 curl_unescap 4 curl_easy_unescap function libcurl 7.50.3 allow attack unspecifi impact via string length 0xffffffff trigger heap-bas buffer overflow,f,f
cve-2016-7161,2016-09-08,heap-bas buffer overflow .receiv callback xlnx.xps-ethernetlit qemu aka quick emul allow attack execut arbitrari code qemu host via larg ethlit packet,f,f
cve-2016-7172,2016-09-08,netapp snap creator framework 4.3.1 disclos sensit inform could view unauthor user,f,f
cve-2016-7169,2016-09-08,directori travers vulner file_upload_upgrad class wp-admin/includes/class-file-upload-upgrader.php upgrad packag upload wordpress 4.6.1 allow remot authent user access arbitrari file via craft urlhold paramet,f,f
cve-2016-1000217,2016-09-09,zotpress plugin wordpress sqli zp_get_account,f,f
cve-2016-7555,2016-09-09,the avi_read_head function libavformat/avidec.c ffmpeg 3.1.4 vulner memori leak decod avi file craft `` strh '' structur,f,f
cve-2016-7966,2016-09-09,through malici url contain quot charact possibl inject html code kmail 's plaintext viewer due parser use url possibl includ equal sign space inject html greatli reduc avail html function although possibl includ html comment indic hide content,f,f
cve-2016-7919,2016-09-09,disput moodl 3.1.2 allow remot attack obtain sensit inform via unspecifi vector relat `` sql inject '' issu affect administr panel function instal process compon note vendor disput relev report note `` person instal moodl must know databas access credenti access databas directli need creat sql inject one instal dialogu field '',f,f
cve-2016-7990,2016-09-09,On samsung galaxi S4 S7 devic integ overflow condit exist within libomacp.so pars omacp messag within wap push sm messag lead heap corrupt result denial servic potenti remot code execut subset sve-2016-6542,f,f
cve-2016-7991,2016-09-09,On samsung galaxi S4 S7 devic `` omacp '' app ignor secur inform embed omacp messag result remot unsolicit wap push sm messag accept pars handl devic lead unauthor configur chang subset sve-2016-6542,f,f
cve-2016-7964,2016-09-09,the sendrequest method httpclient class file /inc/httpclient.php dokuwiki 2016-06-26a older media file fetch enabl way restrict access privat network thi allow user scan port intern network via ssrf 10.0.1/8 172.16.0/12 192.168.0/16,f,f
cve-2016-7409,2016-09-09,the dbclient server dropbear ssh 2016.74 compil debug_trac allow local user read process memori via -v argument relat fail remot ident,f,f
cve-2016-7407,2016-09-09,the dropbearconvert command dropbear ssh 2016.74 allow attack execut arbitrari code via craft openssh key file,f,f
cve-2016-8106,2016-09-09,A denial servic intel ethernet control 's x710/xl710 non-volatil memori imag version 5.05 allow remot attack stop control process network traffic work certain network use condit,f,f
cve-2016-7406,2016-09-09,format string vulner dropbear ssh 2016.74 allow remot attack execut arbitrari code via format string specifi 1 usernam 2 host argument,f,f
cve-2016-7886,2016-09-09,adob indesign version 11.4.1 earlier adob indesign server 11.0 earlier exploit memori corrupt vulner success exploit could lead arbitrari code execut,f,f
cve-2016-7887,2016-09-09,adob coldfus builder version 2016 updat 2 earlier 3.0.3 earlier import vulner could lead inform disclosur,f,f
cve-2016-7448,2016-09-09,the utah rle reader graphicsmagick 1.3.25 allow remot attack caus denial servic cpu consumpt larg memori alloc via vector involv header inform file size,f,f
cve-2016-7502,2016-09-09,the cavs_idct8_add_c function libavcodec/cavsdsp.c ffmpeg 3.1.4 vulner read out-of-bound memori decod cavs_decod,f,f
cve-2016-7446,2016-09-09,buffer overflow mvg svg render code graphicsmagick 1.3.24 allow remot attack unspecifi impact via unknown vector note thi vulner exist due incomplet patch cve-2016-2317,f,f
cve-2016-7890,2016-09-09,adob flash player version 23.0.207 earlier 11.2.202.644 earlier secur bypass vulner implement origin polici,f,f
cve-2016-7958,2016-09-09,In wireshark 2.2.0 ncp dissector could crash trigger packet inject malform captur file thi address epan/dissectors/cmakelists.txt regist dissector,f,f
cve-2016-7957,2016-09-09,In wireshark 2.2.0 bluetooth l2cap dissector could crash trigger packet inject malform captur file thi address epan/dissectors/packet-btl2cap.c avoid use seven-byt memcmp potenti shorter string,f,f
cve-2016-7552,2016-09-09,On trend micro threat discoveri applianc 2.6.1062r1 directori travers process session_id cooki allow remot unauthent attack delet arbitrari file root thi use bypass authent caus do,f,f
cve-2016-8105,2016-09-09,driver intel ethernet control x710 intel ethernet control xl710 famili version 22.0 vulner denial servic certain layer 2 network configur,f,f
cve-2016-7889,2016-09-09,adob digit edit version 4.5.2 earlier issu pars craft xml entri could lead inform disclosur,f,f
cve-2016-7450,2016-09-09,the ff_log2_16bit_c function libavutil/intmath.h ffmpeg 3.1.4 vulner read out-of-bound memori decod malform aiff file,f,f
cve-2016-7968,2016-09-09,kmail sinc version 5.3.0 use qwebengin base viewer javascript enabl html mail content sanit javascript includ code execut,f,f
cve-2016-7467,2016-09-09,the tmm sso plugin F5 big-ip apm 12.0 12.1.1 11.6.0 11.6.1 hf1 11.5.4 11.5.4 hf2 configur saml ident provid servic provid SP connector might allow traffic disrupt failov initi malform sign saml authent request authent user sent via SP connector,f,f
cve-2016-7888,2016-09-09,adob digit edit version 4.5.2 earlier import vulner could lead memori address leak,f,f
cve-2016-7553,2016-09-09,the buf.pl script 2.20 irssi 0.8.20 use weak permiss scrollbuff dump file creat upgrad might allow local user obtain sensit inform privat chat convers read file,f,f
cve-2016-7988,2016-09-09,On samsung galaxi S4 S7 devic absenc permiss broadcastreceiv respons handl com samsung .android.intent.action.set_wifi intent lead unsolicit configur messag handl wifi-service.jar within android framework subset sve-2016-6542,f,f
cve-2016-7787,2016-09-09,A malici craft command line kdesu result user see part command actual get execut super user,f,f
cve-2016-8006,2016-09-09,authent bypass vulner enterpris secur manag esm licens manag LM intel secur mcafe secur inform event manag siem 9.6.0 mr3 allow administr make chang siem user inform includ user password without suppli current administr password second time via gui gui termin command,f,f
cve-2016-7414,2016-09-09,the zip signature-verif featur php 5.6.26 7.x 7.0.11 ensur uncompressed_files field larg enough allow remot attack caus denial servic out-of-bound memori access possibl unspecifi impact via craft phar archiv relat ext/phar/util.c ext/phar/zip.c,f,f
cve-2016-7544,2016-09-09,crypto++ 5.6.4 incorrectli use microsoft 's stack-bas _malloca _freea function the librari request block memori align tabl memori If tabl later realloc wrong pointer could freed,f,f
cve-2016-7954,2016-09-09,bundler 1.x might allow remot attack inject arbitrari rubi code applic leverag gem name collis secondari sourc note might overlap cve-2013-0334,f,f
cve-2016-7955,2016-09-09,the logcheck function session.inc alienvault ossim 5.3.1 action creat usm 5.3.1 allow remot attack bypass authent consequ obtain sensit inform modifi applic execut arbitrari code root via `` AV report schedul '' http user-ag header,f,f
cve-2016-7300,2016-09-09,untrust search path vulner microsoft auto updat mac allow local user gain privileg via trojan hors execut file aka `` microsoft mau offic elev privileg vulner '',f,f
cve-2016-7993,2016-09-09,A bug util-print.c relts_print tcpdump 4.9.0 could caus buffer overflow multipl protocol parser dn dvmrp hsrp igmp lightweight resolv protocol pim,f,f
cve-2016-7798,2016-09-09,the openssl gem rubi use initi vector IV gcm mode aes- -gcm IV set key make easier context-depend attack bypass encrypt protect mechan,f,f
cve-2016-1000216,2016-09-09,rucku wireless h500 web manag interfac authent command inject,f,f
cve-2016-7454,2016-09-09,csrf vulner technicolor TC dpc3941t formerli cisco dpc3941t devic firmwar dpc3941-p20-18-v303r20421733-160413a-cmcst allow attack chang wi-fi password open remot manag interfac reset router,f,t
cve-2016-7395,2016-09-09,skpath.cpp skia use googl chrome 53.0.2785.89 window OS X 53.0.2785.92 linux properli valid return valu chopmonoati call allow remot attack caus denial servic uniniti memori access applic crash possibl unspecifi impact via craft graphic data,f,f
cve-2016-7453,2016-09-09,the pixid imag editor expon cm prior v2.3.9 patch 2 could use perform fid sql inject,f,f
cve-2016-7437,2016-09-09,sap netweav 7.40 improperli log 1 dui 2 duj event sap secur audit log non-crit might allow local user hide reject attempt execut rfc function callback leverag filter non-crit event audit analysi report aka sap secur note 2252312,f,f
cve-2016-7402,2016-09-09,sap ase 16.0 sp02 pl03 prior version allow attack sourcedb targetdb databas elev privileg sa system administr via dbcc import_sproc sql inject,f,f
cve-2016-7967,2016-09-09,kmail sinc version 5.3.0 use qwebengin base viewer javascript enabl sinc gener html execut local file secur context default access remot local url enabl,f,f
cve-2016-7452,2016-09-09,the pixid imag editor expon cm prior v2.3.9 patch 2 could use upload malici file folder site via cpi directori travers,f,f
cve-2016-7478,2016-09-09,zend/zend_exceptions.c php possibl 5.x 5.6.28 7.x 7.0.13 allow remot attack caus denial servic infinit loop via craft except object serial data relat issu cve-2015-8876,f,f
cve-2016-7777,2016-09-09,xen 4.7.x earlier properli honor cr0.t cr0.em allow local x86 hvm guest OS user read modifi fpu mmx xmm regist state inform belong arbitrari task guest modifi instruct hypervisor prepar emul,f,f
cve-2016-7989,2016-09-09,On samsung galaxi S4 S7 devic malform ota wap push sm contain omacp messag sent remot trigger unhandl arrayindexoutofboundsexcept samsung 's implement wifiserviceimpl class within wifi-service.jar thi caus android runtim continu crash render devic unus factori reset perform subset sve-2016-6542,f,f
cve-2016-8007,2016-09-09,authent bypass vulner mcafe host intrus prevent servic hip 8.0 patch 7 earlier allow authent user manipul product 's registri key via specif condit,f,f
cve-2016-8009,2016-09-09,privileg escal vulner intel secur mcafe applic control mac 7.0 6.x version allow attack caus do unexpect behavior potenti unauthor code execut via unauthor use ioctl call,f,f
cve-2016-8005,2016-09-09,file extens filter vulner intel secur mcafe email gateway meg 7.6.404h1128596 allow attack fail identifi file name properli via scan email forg attach filenam use null byte within filenam extens,f,f
cve-2016-8008,2016-09-09,privileg escal vulner window 7 window 10 mcafe secur scan plu ssp 3.11.376 allow attack load replac version.dl file via mcafe mcuicnt.ex onto window system,f,f
cve-2016-8010,2016-09-09,applic protect bypass vulner intel secur mcafe applic control mac 7.0 earlier endpoint secur en 10.2 earlier allow local user bypass local secur protect via command-lin util,f,f
cve-2016-8012,2016-09-09,access control vulner intel secur data loss prevent endpoint dlpe 9.4.200 9.3.600 allow authent user read-write-execut permiss inject hook dll process via page target process memori get,f,f
cve-2016-8026,2016-09-09,arbitrari command execut vulner intel secur mcafe secur scan plu ssp 3.11.469 earlier allow authent user gain elev privileg via unspecifi vector,f,f
cve-2016-8023,2016-09-09,authent bypass assumed-immut data vulner intel secur virusscan enterpris linux vsel 2.0.3 earlier allow remot unauthent attack bypass server authent via craft authent cooki,f,t
cve-2016-8024,2016-09-09,improp neutral crlf sequenc http header vulner intel secur virusscan enterpris linux vsel 2.0.3 earlier allow remot unauthent attack obtain sensit inform via server http respons spoof,f,t
cve-2016-8027,2016-09-09,sql inject vulner core servic intel secur mcafe epolici orchestr epo 5.3.2 earlier 5.1.3 earlier allow attack alter sql queri result disclosur inform within databas imperson agent without authent via special craft http post,f,f
cve-2016-8022,2016-09-09,authent bypass spoof vulner intel secur virusscan enterpris linux vsel 2.0.3 earlier allow remot unauthent attack execut arbitrari code caus denial servic via craft authent cooki,f,t
cve-2016-7543,2016-09-09,bash 4.4 allow local user execut arbitrari command root privileg via craft shellopt ps4 environ variabl,f,f
cve-2016-7462,2016-09-09,the suit rest api vmware vrealiz oper aka vrop 6.x 6.4.0 allow remot authent user write arbitrari content file renam file via craft diskfileitem relay-request payload mishandl deseri,f,f
cve-2016-7945,2016-09-09,multipl integ overflow x.org libxi 1.7.7 allow remot X server caus denial servic out-of-bound memori access infinit loop via vector involv length field,f,f
cve-2016-7944,2016-09-09,integ overflow x.org libxfix 5.0.3 32-bit platform might allow remot X server gain privileg via length valu int_max trigger client stop read data get sync,f,f
cve-2016-7461,2016-09-09,the drag-and-drop aka dnd function vmware workstat pro 12.x 12.5.2 vmware workstat player 12.x 12.5.2 vmware fusion fusion pro 8.x 8.5.2 allow guest OS user execut arbitrari code host OS caus denial servic out-of-bound memori access host OS via unspecifi vector,f,f
cve-2016-7579,2016-09-09,An issu discov certain appl product io 10.1 affect maco 10.12.1 affect tvo 10.0.1 affect the issu involv `` cfnetwork proxi '' compon allow man-in-the-middl attack spoof proxi password authent requir obtain sensit inform,f,f
cve-2016-7435,2016-09-09,the 1 sctc_refresh_export_tab_comp 2 sctc_refresh_check_env 3 sctc_tms_maintain_alog function sctc subpackag sap netweav 7.40 SP 12 allow remot authent user certain permiss execut arbitrari command via vector involv call 'system statement aka sap secur note 2260344,f,f
cve-2016-7457,2016-09-09,vmware vrealiz oper aka vrop 6.x 6.4.0 allow remot authent user gain privileg halt remov virtual machin via unspecifi vector,f,f
cve-2016-7570,2016-09-09,drupal 8.x 8.1.10 properli check `` administ comment '' permiss allow remot authent user set visibl comment arbitrari node leverag right edit node,f,f
cve-2016-7762,2016-09-09,An issu discov certain appl product io 10.2 affect the issu involv `` webkit '' compon allow xss attack safari,f,f
cve-2016-7952,2016-09-09,x.org libxtst 1.2.3 allow remot X server caus denial servic infinit loop via repli 1 xrecordstartofdata 2 xrecordendofdata 3 xrecordclientdi categori without client sequenc attach data,f,f
cve-2016-7987,2016-09-09,An issu discov siemen eta4 firmwar version prior revis 08 sm-2558 extens modul sicam AK sicam TM 1703 sicam BC 1703 sicam AK 3 special craft packet sent port 2404/tcp could caus affect devic go defect mode A cold start might requir recov system denial-of-servic vulner,f,f
cve-2016-7946,2016-09-09,x.org libxi 1.7.7 allow remot X server caus denial servic infinit loop via vector involv length field,f,f
cve-2016-1000215,2016-09-09,rucku wireless h500 web manag interfac denial servic,f,f
cve-2016-1000214,2016-09-09,rucku wireless h500 web manag interfac authent bypass,f,f
cve-2016-1000213,2016-09-09,rucku wireless h500 web manag interfac csrf,f,f
cve-2016-7547,2016-09-09,A command execut flaw trend micro threat discoveri applianc 2.6.1062r1 exist timezon paramet admin_sys_time.cgi interfac,f,f
cve-2016-7399,2016-09-09,scripts/license.pl verita netbackup applianc 2.6.0.x 2.6.0.4 2.6.1.x 2.6.1.2 2.7.x 2.7.3 3.0.x allow remot attack execut arbitrari command via shell metacharact hostnam paramet appliancews/getlicens,f,f
cve-2016-7565,2016-09-09,install/index.php expon cm 2.3.9 allow remot attack execut arbitrari command via shell metacharact sc array paramet,f,f
cve-2016-7549,2016-09-09,googl chrome 53.0.2785.113 ensur recipi certain ipc messag valid renderfram renderwidget allow remot attack caus denial servic invalid pointer derefer applic crash possibl unspecifi impact leverag access render process relat render_frame_host_impl.cc render_widget_host_impl.cc demonstr password manag messag,f,f
cve-2016-7408,2016-09-09,the dbclient dropbear ssh 2016.74 allow remot attack execut arbitrari code via craft 1 -m 2 -c argument,f,f
cve-2016-7953,2016-09-09,buffer underflow x.org libxvmc 1.10 allow remot X server unspecifi impact via empti string,f,f
cve-2016-7567,2016-09-09,buffer overflow slpfoldwhitespac function common/slp_compare.c openslp 2.0 allow remot attack unspecifi impact via craft string,f,t
cve-2016-7474,2016-09-09,In case mcpd binari cach F5 big-ip devic may allow user advanc shell access privileg gener qkview temporarili obtain normal unrecover inform,f,f
cve-2016-7401,2016-09-09,the cooki pars code django 1.8.15 1.9.x 1.9.10 use site googl analyt allow remot attack bypass intend csrf protect mechan set arbitrari cooki,f,f
cve-2016-8100,2016-09-09,intel integr perform primit aka ipp cryptographi 9.0.4 make easier local user discov rsa privat key via side-channel attack,f,f
cve-2016-7542,2016-09-09,A read-onli administr fortinet devic fortio 5.2.x 5.2.10 GA 5.4.x 5.4.2 GA may access read-writ administr password hash includ super-admin store applianc via webui rest api may therefor abl crack,f,f
cve-2016-7541,2016-09-09,long live session fortinet fortig devic fortio 5.x 5.4.0 could violat secur polici ip signatur updat fortig 's ipsengin configur flow mode all fortig version ip configur proxi mode default mode affect,f,f
cve-2016-8103,2016-09-09,smm call intel brand nuc kit allow local privileg user access system manag mode take full control platform,f,f
cve-2016-7792,2016-09-09,ubiqu network unifi 5.2.7 restrict access databas allow remot attack modifi databas directli connect,f,f
cve-2016-7999,2016-09-09,ecrire/exec/valider_xml.php spip 3.1.2 earlier allow remot attack conduct server side request forgeri ssrf attack via url var_url paramet valider_xml action,f,f
cve-2016-7996,2016-09-09,heap-bas buffer overflow wpg format reader graphicsmagick 1.3.25 earlier allow remot attack unspecifi impact via colormap larg number entri,f,f
