CVE-ID,MITRE Assign Date,Patch Date,Exploit Date,ZDI Published Date,CVE Description,ZDI Description,Severity Score,In ZDI,Zero Day Exploit,CWE ID,Num of CPE,Num of Refs,Refs,New CWE ID
cve-2015-2554,2015-03-19,2019-05-15 00:00:00,2015-10-30 00:00:00,,the kernel microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` window object refer elev privileg vulner '',,0.0,False,True,CWE-264,12,4,BID SECTRACK ,9
cve-2015-2794,2015-03-30,2017-02-09 00:00:00,2016-05-06 00:00:00,,the instal wizard dotnetnuk dnn 7.4.1 allow remot attack reinstal applic gain superus access via direct request install/installwizard.aspx,,0.0,False,True,CWE-264,1,5,CONFIRM CONFIRM ,9
cve-2015-2824,2015-04-01,2015-08-06 00:00:00,2015-04-02 00:00:00,,multipl sql inject vulner simpl ad manag plugin 2.7.97 wordpress allow remot attack execut arbitrari sql command via 1 hit paramet sam_hit action sam-ajax.php 2 cstr paramet load_post action sam-ajax-admin.php 3 searchterm paramet load_combo_data action sam-ajax-admin.php 4 subscrib 5 contributor 6 author 7 editor 8 admin 9 sadmin paramet load_us action sam-ajax-admin.php,,0.0,False,True,CWE-89,2,10,,27
cve-2015-3090,2015-04-09,2015-05-14 00:00:00,2015-05-12 00:00:00,,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-3078 cve-2015-3089 cve-2015-3093,,0.0,False,True,CWE-119,24,8,,0
cve-2015-3105,2015-04-09,2015-06-10 00:00:00,2015-05-12 00:00:00,,adob flash player 13.0.292 14.x 18.x 18.0.160 window OS X 11.2.202.466 linux adob air 18.0.144 window 18.0.143 OS X android adob air sdk 18.0.144 window 18.0.143 OS X adob air sdk compil 18.0.144 window 18.0.143 OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector,,0.0,False,True,CWE-119,29,8,,0
cve-2015-3440,2015-04-28,2015-08-03 00:00:00,2015-04-27 00:00:00,,cross-sit script xss vulner wp-includes/wp-db.php wordpress 4.2.1 allow remot attack inject arbitrari web script html via long comment improperli store limit mysql text data type,,0.0,False,True,CWE-79,3,15,,26
cve-2015-4018,2015-05-18,2015-05-22 00:00:00,2015-05-20 00:00:00,,sql inject vulner feedwordpresssyndicationpage.class.php feedwordpress plugin 2015.0514 wordpress allow remot authent user execut arbitrari sql command via link_id paramet updat action syndication.php page wp-admin/admin.php,,0.0,False,True,CWE-89,1,4,,27
cve-2015-4062,2015-05-22,2015-05-28 00:00:00,2015-05-26 00:00:00,,sql inject vulner includes/nsp_search.php newstatpress plugin 0.9.9 wordpress allow remot authent user execut arbitrari sql command via where1 paramet nsp_search page wp-admin/admin.php,,0.0,False,True,CWE-89,1,4,,27
cve-2015-4064,2015-05-22,2015-05-28 00:00:00,2015-05-26 00:00:00,,sql inject vulner modules/module.ab-testing.php land page plugin 1.8.5 wordpress allow remot authent user execut arbitrari sql command via post paramet edit delete-vari action wp-admin/post.php,,0.0,False,True,CWE-89,1,4,,27
cve-2015-4066,2015-05-22,2015-05-28 00:00:00,2015-05-26 00:00:00,,multipl sql inject vulner admin/handlers.php gigpress plugin 2.3.9 wordpress allow remot authent user execut arbitrari sql command via 1 show_artist_id 2 show_venue_id paramet add action gigpress.php page wp-admin/admin.php,,0.0,False,True,CWE-89,1,4,,27
cve-2015-4133,2015-05-28,2015-05-29 00:00:00,2015-04-21 00:00:00,,unrestrict file upload vulner admin/scripts/fileuploader/php.php reflex galleri plugin 3.1.4 wordpress allow remot attack execut arbitrari php code upload file php extens access via direct request file uploads/ directori,,0.0,False,True,NVD-CWE-Other,1,7,,29
cve-2015-5065,2015-06-24,2015-06-24 00:00:00,2015-06-10 00:00:00,,absolut path travers vulner proxy.php googl currenc lookup paypal currenc convert basic for woocommerc plugin 1.4 wordpress allow remot attack read arbitrari file via full pathnam requrl paramet,,0.0,False,True,CWE-22,1,5,CONFIRM BID ,7
cve-2015-5471,2015-07-10,2016-01-20 00:00:00,2015-07-13 00:00:00,,absolut path travers vulner include/user/download.php swim team plugin 1.44.10777 wordpress allow remot attack read arbitrari file via full pathnam file paramet,,0.0,False,True,CWE-22,1,6,,7
cve-2015-6100,2015-08-14,2019-05-15 00:00:00,2015-11-23 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user gain privileg via craft applic aka `` window kernel memori elev privileg vulner '' differ vulner cve-2015-6101,,0.0,False,True,CWE-264,13,4,SECTRACK ,9
cve-2015-6101,2015-08-14,2019-05-15 00:00:00,2015-11-23 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user gain privileg via craft applic aka `` window kernel memori elev privileg vulner '' differ vulner cve-2015-6100,,0.0,False,True,CWE-264,13,3,SECTRACK ,9
cve-2015-6102,2015-08-14,2019-05-16 00:00:00,2015-11-23 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user bypass kaslr protect mechan consequ discov driver base address via craft applic aka `` window kernel memori inform disclosur vulner '',,0.0,False,True,CWE-200,13,4,MISC SECTRACK EXPLOIT-DB ,6
cve-2015-6103,2015-08-14,2019-05-17 00:00:00,2015-11-16 00:00:00,,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow remot attack execut arbitrari code via craft embed font aka `` window graphic memori remot code execut vulner '' differ vulner cve-2015-6104,,0.0,False,True,CWE-20,13,5,MISC SECTRACK ,5
cve-2015-6104,2015-08-14,2019-05-17 00:00:00,2015-11-16 00:00:00,,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow remot attack execut arbitrari code via craft embed font aka `` window graphic memori remot code execut vulner '' differ vulner cve-2015-6103,,0.0,False,True,CWE-20,13,5,MISC SECTRACK ,5
cve-2015-6132,2015-08-14,2019-05-15 00:00:00,2015-12-14 00:00:00,,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 mishandl librari load allow local user gain privileg via craft applic aka `` window librari load remot code execut vulner '',,0.0,False,True,CWE-264,13,3,SECTRACK ,9
cve-2015-6171,2015-08-14,2019-05-15 00:00:00,2015-12-17 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user gain privileg via craft applic aka `` window kernel memori elev privileg vulner '' differ vulner cve-2015-6173 cve-2015-6174,,0.0,False,True,CWE-264,13,2,SECTRACK ,9
cve-2015-6173,2015-08-14,2019-05-15 00:00:00,2015-12-17 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user gain privileg via craft applic aka `` window kernel memori elev privileg vulner '' differ vulner cve-2015-6171 cve-2015-6174,,0.0,False,True,CWE-264,13,2,SECTRACK ,9
cve-2015-6174,2015-08-14,2019-05-15 00:00:00,2015-12-17 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 allow local user gain privileg via craft applic aka `` window kernel memori elev privileg vulner '' differ vulner cve-2015-6171 cve-2015-6173,,0.0,False,True,CWE-264,13,2,SECTRACK ,9
cve-2015-6809,2015-09-04,2015-09-04 00:00:00,2015-09-01 00:00:00,,multipl cross-sit script xss vulner bedita 3.6.0 allow remot attack inject arbitrari web script html via 1 cfg projectnam paramet index.php/admin/saveconfig 2 data stats_provider_url paramet index.php/areas/savearea 3 data descript paramet index.php/areas/savesect,,0.0,False,True,CWE-79,1,3,,26
cve-2015-7309,2015-09-22,2015-09-23 00:00:00,2015-09-15 00:00:00,,the theme editor bolt 2.2.5 check file extens renam file allow remot authent user execut arbitrari code renam craft file directli access,,0.0,False,True,CWE-74,1,6,,23
cve-2015-7547,2015-09-29,2016-04-25 00:00:00,2016-02-16 00:00:00,,multipl stack-bas buffer overflow 1 send_dg 2 send_vc function libresolv librari gnu C librari aka glibc libc6 2.23 allow remot attack caus denial servic crash possibl execut arbitrari code via craft dn respons trigger call getaddrinfo function af_unspec af_inet6 address famili relat perform `` dual a/aaaa dn queri '' libnss_dns.so.2 nss modul,,0.0,False,True,CWE-119,68,73,UBUNTU CONFIRM CONFIRM MLIST CONFIRM CONFIRM CONFIRM CONFIRM CONFIRM REDHAT SUSE SUSE SUSE SUSE DEBIAN SUSE GENTOO CONFIRM CONFIRM CONFIRM SUSE SUSE CONFIRM CONFIRM CONFIRM CONFIRM CONFIRM ,0
cve-2015-7562,2015-09-29,2017-04-20 00:00:00,2016-03-14 00:00:00,,multipl cross-sit script xss vulner teampass 2.1.24 earlier allow remot attack inject arbitrari web script html via 1 label valu item 2 name role,,0.0,False,True,CWE-79,1,2,,26
cve-2015-8309,2015-11-20,2017-03-29 00:00:00,2016-09-13 00:00:00,,directori travers vulner cherri music 0.36.0 allow remot authent user read arbitrari file via `` valu '' paramet `` download '',,0.0,False,True,CWE-22,1,5,CONFIRM CONFIRM ,7
cve-2016-0006,2015-12-04,2019-05-17 00:00:00,2016-01-25 00:00:00,,the sandbox implement microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 mishandl repars point allow local user gain privileg via craft applic aka `` window mount point elev privileg vulner '' differ vulner cve-2016-0007,,0.0,False,True,CWE-264,13,4,BID SECTRACK ,9
cve-2016-0007,2015-12-04,2019-05-17 00:00:00,2016-01-25 00:00:00,,the sandbox implement microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 mishandl repars point allow local user gain privileg via craft applic aka `` window mount point elev privileg vulner '' differ vulner cve-2016-0006,,0.0,False,True,CWE-264,13,6,BID SECTRACK ,9
cve-2016-0016,2015-12-04,2019-05-15 00:00:00,2016-01-13 00:00:00,,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 gold 1511 mishandl dll load allow local user gain privileg via craft applic aka `` dll load remot code execut vulner '',,0.0,False,True,CWE-426,13,4,SECTRACK ,21
cve-2016-0491,2015-12-09,2016-06-07 00:00:00,2016-04-13 00:00:00,2016-01-25,unspecifi vulner oracl applic test suit compon oracl enterpris manag grid control 12.4.0.2 12.5.0.2 allow remot attack affect integr avail via unknown vector relat load test web app note previou inform januari 2016 cpu oracl comment third-parti claim uploadfileact servlet allow remot authent user upload execut arbitrari file via asterisk charact filetyp paramet,thi vulner allow remot attack execut arbitrari code vulner instal oracl applic test suit authent requir bypassed.th specif vulner uploadfileact servlet By provid filetyp paramet `` '' attack abl upload file arbitrari locat system An attack could leverag execut arbitrari code context system,9.0,True,True,NVD-CWE-noinfo,2,8,MISC BID MISC SECTRACK ,30
cve-2016-0846,2015-12-16,2016-04-20 00:00:00,2016-04-11 00:00:00,,libs/binder/imemory.cpp imemori nativ interfac android 4.x 4.4.4 5.0.x 5.0.2 5.1.x 5.1.1 6.x 2016-04-01 properli consid heap size allow attack gain privileg via craft applic demonstr obtain signatur signatureorsystem access aka intern bug 26877992,,0.0,False,True,CWE-264,22,3,,9
cve-2016-0951,2015-12-22,2016-02-18 00:00:00,2016-02-09 00:00:00,,adob photoshop CC 2014 15.2.4 photoshop CC 2015 16.1.2 bridg CC 6.2 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0952 cve-2016-0953,,0.0,False,True,CWE-119,4,3,,0
cve-2016-0952,2015-12-22,2016-02-18 00:00:00,2016-02-09 00:00:00,,adob photoshop CC 2014 15.2.4 photoshop CC 2015 16.1.2 bridg CC 6.2 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0951 cve-2016-0953,,0.0,False,True,CWE-119,4,3,,0
cve-2016-0953,2015-12-22,2016-02-18 00:00:00,2016-02-09 00:00:00,,adob photoshop CC 2014 15.2.4 photoshop CC 2015 16.1.2 bridg CC 6.2 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0951 cve-2016-0952,,0.0,False,True,CWE-119,4,3,,0
cve-2016-0954,2015-12-22,2016-03-14 00:00:00,2016-03-09 00:00:00,,adob digit edit 4.5.1 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector,,0.0,False,True,CWE-119,1,4,,0
cve-2016-0956,2015-12-22,2016-02-18 00:00:00,2016-02-10 00:00:00,,the servlet post compon 2.3.6 apach sling use adob experi manag 5.6.1 6.0 6.1 allow remot attack obtain sensit inform via unspecifi vector,,0.0,False,True,CWE-200,7,5,,6
cve-2016-0964,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0965 cve-2016-0966 cve-2016-0967 cve-2016-0968 cve-2016-0969 cve-2016-0970 cve-2016-0972 cve-2016-0976 cve-2016-0977 cve-2016-0978 cve-2016-0979 cve-2016-0980 cve-2016-0981,,0.0,False,True,CWE-119,22,9,,0
cve-2016-0965,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0964 cve-2016-0966 cve-2016-0967 cve-2016-0968 cve-2016-0969 cve-2016-0970 cve-2016-0972 cve-2016-0976 cve-2016-0977 cve-2016-0978 cve-2016-0979 cve-2016-0980 cve-2016-0981,,0.0,False,True,CWE-119,22,9,,0
cve-2016-0967,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0964 cve-2016-0965 cve-2016-0966 cve-2016-0968 cve-2016-0969 cve-2016-0970 cve-2016-0972 cve-2016-0976 cve-2016-0977 cve-2016-0978 cve-2016-0979 cve-2016-0980 cve-2016-0981,,0.0,False,True,CWE-119,22,9,,0
cve-2016-0971,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,heap-bas buffer overflow adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector,,0.0,False,True,CWE-119,22,9,,0
cve-2016-0974,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,use-after-fre vulner adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2016-0973 cve-2016-0975 cve-2016-0982 cve-2016-0983 cve-2016-0984,,0.0,False,True,NVD-CWE-Other,22,9,,29
cve-2016-0984,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,use-after-fre vulner adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2016-0973 cve-2016-0974 cve-2016-0975 cve-2016-0982 cve-2016-0983,,0.0,False,True,NVD-CWE-Other,22,9,,29
cve-2016-10009,2016-12-19,2017-01-05 00:00:00,2016-12-23 00:00:00,,untrust search path vulner ssh-agent.c ssh-agent openssh 7.4 allow remot attack execut arbitrari local pkc 11 modul leverag control forward agent-socket,,0.0,False,True,CWE-426,1,15,,21
cve-2016-10010,2016-12-19,2017-01-05 00:00:00,2016-12-23 00:00:00,,sshd openssh 7.4 privileg separ use creat forward unix-domain socket root might allow local user gain privileg via unspecifi vector relat serverloop.c,,0.0,False,True,CWE-264,1,12,,9
cve-2016-10033,2016-12-22,2017-01-03 00:00:00,2016-12-26 00:00:00,,the mailsend function ismail transport phpmailer 5.2.18 might allow remot attack pass extra paramet mail command consequ execut arbitrari code via '' backslash doubl quot craft sender properti,,0.0,False,True,CWE-77,3,21,CONFIRM CONFIRM SECTRACK BUGTRAQ ,24
cve-2016-10174,2017-01-29,2017-02-24 00:00:00,2016-12-20 00:00:00,,the netgear wnr2000v5 router contain buffer overflow hidden_lang_avi paramet invok url /apply.cgi /lang_check.html thi buffer overflow exploit unauthent attack achiev remot code execut,,0.0,False,True,CWE-119,2,6,BID ,0
cve-2016-10175,2017-01-29,2017-02-24 00:00:00,2016-12-20 00:00:00,,the netgear wnr2000v5 router leak serial number perform request /brs_netgear_success.html uri thi serial number allow user obtain administr usernam password use combin cve-2016-10176 vulner allow reset answer password-recoveri question,,0.0,False,True,CWE-200,2,5,BID ,6
cve-2016-1077,2015-12-22,2016-05-12 00:00:00,2016-05-10 00:00:00,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,True,CWE-119,8,5,,0
cve-2016-1607,2016-01-12,2016-08-01 00:00:00,2016-07-25 00:00:00,,multipl cross-sit request forgeri csrf vulner administr interfac novel filr 2.0 secur updat 2 allow remot attack hijack authent administr demonstr reconfigur time set via vaconfig/tim request,,0.0,False,True,CWE-352,2,5,BUGTRAQ ,14
cve-2016-1741,2016-01-13,2016-03-25 00:00:00,2016-03-23 00:00:00,,the nvidia driver graphic driver subsystem appl OS X 10.11.4 allow attack execut arbitrari code privileg context caus denial servic memori corrupt via craft app,,0.0,False,True,CWE-119,1,4,,0
cve-2016-1838,2016-01-13,2019-03-25 00:00:00,2016-02-24 00:00:00,,the xmlparserprintfilecontextintern function libxml2 2.9.4 use appl io 9.3.2 OS X 10.11.5 tvo 9.2.1 watcho 2.2.1 allow remot attack caus denial servic heap-bas buffer over-read via craft xml document,,0.0,False,True,CWE-125,30,24,CONFIRM APPLE CONFIRM CONFIRM CONFIRM APPLE APPLE APPLE DEBIAN UBUNTU REDHAT CONFIRM CONFIRM CONFIRM CONFIRM SECTRACK CONFIRM GENTOO BID REDHAT ,1
cve-2016-1839,2016-01-13,2019-03-25 00:00:00,2016-02-24 00:00:00,,the xmldictaddstr function libxml2 2.9.4 use appl io 9.3.2 OS X 10.11.5 tvo 9.2.1 watcho 2.2.1 allow remot attack caus denial servic heap-bas buffer over-read via craft xml document,,0.0,False,True,CWE-125,30,24,CONFIRM APPLE CONFIRM CONFIRM CONFIRM APPLE APPLE APPLE DEBIAN UBUNTU REDHAT CONFIRM CONFIRM CONFIRM CONFIRM SECTRACK CONFIRM GENTOO SECTRACK BID REDHAT ,1
cve-2016-2539,2016-02-23,2017-02-15 00:00:00,2016-03-07 00:00:00,,cross-sit request forgeri csrf vulner install_modules.php atutor 2.2.2 allow remot attack hijack authent user request upload arbitrari file execut arbitrari php code via vector involv craft zip file,,0.0,False,True,CWE-352,1,3,,14
cve-2016-2555,2016-02-24,2017-04-19 00:00:00,2016-03-01 00:00:00,,sql inject vulner include/lib/mysql_connect.inc.php atutor 2.2.1 allow remot attack execut arbitrari sql command via searchfriend function friends.inc.php,,0.0,False,True,CWE-89,1,5,MISC ,27
cve-2016-3081,2016-03-10,2016-05-04 00:00:00,2016-04-27 00:00:00,,apach strut 2.3.19 2.3.20.2 2.3.21 2.3.24.1 2.3.25 2.3.28 dynam method invoc enabl allow remot attack execut arbitrari code via method prefix relat chain express,,0.0,False,True,CWE-77,57,11,SECTRACK MISC BID CONFIRM ,24
cve-2016-3134,2016-03-13,2016-05-05 00:00:00,2016-03-09 00:00:00,,the netfilt subsystem linux kernel 4.5.2 valid certain offset field allow local user gain privileg caus denial servic heap memori corrupt via ipt_so_set_replac setsockopt call,,0.0,False,True,CWE-119,16,41,CONFIRM SUSE SUSE SUSE SUSE ,0
cve-2016-3237,2016-03-15,2019-05-20 00:00:00,2016-09-22 00:00:00,,kerbero microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8.1 window server 2012 gold R2 window RT 8.1 window 10 gold 1511 1607 allow man-in-the-middl attack bypass authent via vector relat fallback ntlm authent domain account password chang aka `` kerbero secur featur bypass vulner '',,0.0,False,True,CWE-264,12,4,BID SECTRACK ,9
cve-2016-3376,2016-03-15,2021-08-05 00:00:00,2016-10-20 00:00:00,2016-09-16,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8.1 window server 2012 gold R2 window RT 8.1 window 10 gold 1511 1607 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '' differ vulner cve-2016-3266 cve-2016-7185 cve-2016-7211,thi vulner allow remot attack disclos sensit inform vulner instal microsoft window user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within msxml By perform action script attack caus pointer reus freed An attack leverag conjunct vulner execut code context current process,4.3,True,True,CWE-269,13,3,BID SECTRACK ,10
cve-2016-3714,2016-03-30,2016-05-06 00:00:00,2016-05-03 00:00:00,,the 1 ephemer 2 http 3 mvg 4 msl 5 text 6 show 7 win 8 plt coder imagemagick 6.9.3-10 7.x 7.0.1-1 allow remot attack execut arbitrari code via shell metacharact craft imag aka `` imagetragick '',,0.0,False,True,CWE-20,12,30,SECTRACK CONFIRM CERT-VN MISC CONFIRM CONFIRM UBUNTU REDHAT CONFIRM CONFIRM SUSE DEBIAN SUSE SUSE EXPLOIT-DB SUSE SUSE SUSE SLACKWARE MISC BID GENTOO EXPLOIT-DB DEBIAN BUGTRAQ MISC ,5
cve-2016-3861,2016-03-30,2016-09-12 00:00:00,2016-09-08 00:00:00,,libutil android 4.x 4.4.4 5.0.x 5.0.2 5.1.x 5.1.1 6.x 2016-09-01 7.0 2016-09-01 mishandl convers unicod charact encod differ encod width allow remot attack execut arbitrari code caus denial servic heap-bas buffer overflow via craft file aka intern bug 29250543,,0.0,False,True,CWE-264,23,8,CONFIRM ,9
cve-2016-4010,2016-04-13,2017-01-25 00:00:00,2016-05-18 00:00:00,,magento CE EE 2.0.6 allow remot attack conduct php object inject attack execut arbitrari php code via craft serial shop cart data,,0.0,False,True,CWE-74,2,5,MISC ,23
cve-2016-4135,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0.0,False,True,NVD-CWE-noinfo,34,8,REDHAT CONFIRM SUSE SUSE SUSE SECTRACK EXPLOIT-DB ,30
cve-2016-4136,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0.0,False,True,NVD-CWE-noinfo,34,8,REDHAT CONFIRM SUSE SUSE SUSE SECTRACK ,30
cve-2016-4137,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0.0,False,True,NVD-CWE-noinfo,34,8,REDHAT CONFIRM SUSE SUSE SUSE SECTRACK ,30
cve-2016-4138,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0.0,False,True,NVD-CWE-noinfo,34,8,REDHAT CONFIRM SUSE SUSE SUSE SECTRACK ,30
cve-2016-4175,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,True,CWE-119,18,8,,0
cve-2016-4176,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic stack memori corrupt via unspecifi vector differ vulner cve-2016-4177,,0.0,False,True,CWE-119,18,8,,0
cve-2016-4177,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic stack memori corrupt via unspecifi vector differ vulner cve-2016-4176,,0.0,False,True,CWE-119,18,8,,0
